epoch, loss, accuracy
1, 2.0051, 0.5375
2, 2.0736, 0.5938
3, 2.0748, 0.6875
4, 2.0313, 0.5938
5, 1.9901, 0.5938
6, 1.9631, 0.5938
7, 1.9434, 0.5938
8, 1.9289, 0.9062
9, 1.908, 0.9062
10, 1.8834, 0.9062
11, 1.8616, 0.9062
12, 1.8373, 0.9
13, 1.8155, 0.9062
14, 1.7956, 0.9062
15, 1.7753, 0.9062
16, 1.7571, 0.9062
17, 1.7449, 0.9062
18, 1.73, 0.9062
19, 1.7169, 0.9062
20, 1.708, 0.9062
21, 1.6995, 0.9062
22, 1.6918, 0.9062
23, 1.6846, 0.9062
24, 1.6779, 0.9062
25, 1.6716, 0.9062
26, 1.6658, 0.9062
27, 1.6602, 0.9062
28, 1.6551, 0.9062
29, 1.6502, 0.9062
30, 1.6456, 0.9062
31, 1.6412, 0.9062
32, 1.6371, 0.9062
33, 1.6331, 0.9062
34, 1.6294, 0.9062
35, 1.6259, 0.9062
36, 1.6225, 0.9062
37, 1.6193, 0.9062
38, 1.6162, 0.9062
39, 1.6133, 0.9062
40, 1.6105, 0.9062
41, 1.6078, 0.9062
42, 1.6053, 0.9062
43, 1.6028, 0.9062
44, 1.6005, 0.9062
45, 1.5982, 0.9062
46, 1.5961, 0.9062
47, 1.594, 0.9062
48, 1.592, 0.9062
49, 1.5901, 0.9062
50, 1.5882, 0.9062
51, 1.5865, 0.9062
52, 1.5847, 0.9062
53, 1.5831, 0.9062
54, 1.5815, 0.9062
55, 1.58, 0.9062
56, 1.5785, 0.9062
57, 1.577, 0.9062
58, 1.5757, 0.9062
59, 1.5743, 0.9062
60, 1.573, 0.9062
61, 1.5718, 0.9062
62, 1.5706, 0.9062
63, 1.5694, 0.9062
64, 1.5682, 0.9062
65, 1.5671, 0.9062
66, 1.5661, 0.9062
67, 1.565, 0.9062
68, 1.564, 0.9062
69, 1.5631, 0.9062
70, 1.5621, 0.9062
71, 1.5612, 0.9062
72, 1.5603, 0.9062
73, 1.5594, 0.9062
74, 1.5586, 0.9062
75, 1.5578, 0.9062
76, 1.557, 0.9062
77, 1.5562, 0.9062
78, 1.5554, 0.9062
79, 1.5547, 0.9062
80, 1.554, 0.9062
81, 1.5533, 0.9062
82, 1.5526, 0.9062
83, 1.5519, 0.9062
84, 1.5513, 0.9062
85, 1.5507, 0.9062
86, 1.55, 0.9062
87, 1.5494, 0.9062
88, 1.5489, 0.9062
89, 1.5483, 0.9062
90, 1.5477, 0.9062
91, 1.5472, 0.9062
92, 1.5466, 0.9062
93, 1.5461, 0.9062
94, 1.5456, 0.9062
95, 1.5451, 0.9062
96, 1.5446, 0.9062
97, 1.5442, 0.9062
98, 1.5437, 0.9062
99, 1.5432, 0.9062
100, 1.5428, 0.9062
101, 1.5424, 0.9062
102, 1.5419, 0.9062
103, 1.5415, 0.9062
104, 1.5411, 0.9062
105, 1.5407, 0.9062
106, 1.5403, 0.9062
107, 1.54, 0.9062
108, 1.5396, 0.9062
109, 1.5392, 0.9062
110, 1.5389, 0.9062
111, 1.5385, 0.9062
112, 1.5382, 0.9062
113, 1.5378, 0.9062
114, 1.5375, 0.9062
115, 1.5372, 0.9062
116, 1.5368, 0.9062
117, 1.5365, 0.9062
118, 1.5362, 0.9062
119, 1.5359, 0.9062
120, 1.5356, 0.9062
121, 1.5353, 0.9062
122, 1.5351, 0.9062
123, 1.5348, 0.9062
124, 1.5345, 0.9062
125, 1.5342, 0.9062
126, 1.534, 0.9062
127, 1.5337, 0.9062
128, 1.5335, 0.9062
129, 1.5332, 0.9062
130, 1.533, 0.9062
131, 1.5327, 0.9062
