epoch, loss, accuracy
1, 2.1672, 0.6625
2, 2.1549, 0.875
3, 2.1187, 0.875
4, 2.0284, 0.875
5, 1.8953, 0.875
6, 1.7482, 0.875
7, 1.5917, 0.875
8, 1.4339, 0.875
9, 1.2745, 0.875
10, 1.1142, 0.875
11, 0.9538, 0.875
12, 0.7946, 0.875
13, 0.641, 0.875
14, 0.5051, 0.875
15, 0.4157, 0.875
16, 0.395, 0.875
17, 0.3996, 0.875
18, 0.3888, 0.875
19, 0.3771, 0.875
20, 0.3684, 0.875
21, 0.3614, 0.875
22, 0.3572, 0.875
23, 0.3537, 0.875
24, 0.3495, 0.875
25, 0.3455, 0.875
26, 0.3422, 0.875
27, 0.3391, 0.875
28, 0.3361, 0.875
29, 0.3469, 0.875
30, 0.3595, 0.875
31, 0.3607, 0.875
32, 0.3556, 0.875
33, 0.3495, 0.875
34, 0.3683, 0.875
35, 0.3667, 0.875
36, 0.3681, 0.875
37, 0.3657, 0.875
38, 0.3592, 0.875
39, 0.3585, 0.875
40, 0.3565, 0.875
41, 0.3542, 0.875
42, 0.3531, 0.875
43, 0.3516, 0.875
44, 0.3502, 0.875
45, 0.3491, 0.875
46, 0.348, 0.875
47, 0.3469, 0.875
48, 0.3459, 0.875
49, 0.345, 0.875
50, 0.3441, 0.875
51, 0.3432, 0.875
52, 0.3424, 0.875
53, 0.3416, 0.875
54, 0.3408, 0.875
55, 0.3401, 0.875
56, 0.3394, 0.875
57, 0.3388, 0.875
58, 0.3381, 0.875
59, 0.3375, 0.875
60, 0.3369, 0.875
61, 0.3364, 0.875
62, 0.3358, 0.875
63, 0.3353, 0.875
64, 0.3348, 0.875
65, 0.3343, 0.875
66, 0.3339, 0.875
67, 0.3334, 0.875
68, 0.333, 0.875
69, 0.3326, 0.875
70, 0.3322, 0.875
71, 0.3318, 0.875
72, 0.3314, 0.875
73, 0.331, 0.875
74, 0.3307, 0.875
75, 0.3303, 0.875
76, 0.33, 0.875
77, 0.3297, 0.875
78, 0.3293, 0.875
79, 0.329, 0.875
80, 0.3287, 0.875
81, 0.3284, 0.875
82, 0.3282, 0.875
83, 0.3279, 0.875
84, 0.3276, 0.875
85, 0.3274, 0.875
86, 0.3271, 0.875
87, 0.3269, 0.875
