epoch, loss, accuracy
1,3.5821,0.575
2,1.1598,0.9125
3,1.1043,0.9187
4,1.0042,0.9375
5,0.5452,0.9625
6,0.5037,0.9688
7,0.5037,0.9688
8,7.3181,0.5312
