epoch, loss, accuracy
1, 7.6393, 0.4125
2, 8.3199, 0.375
3, 7.5171, 0.375
4, 6.7138, 0.375
5, 5.9056, 0.375
6, 5.091, 0.375
7, 4.2802, 0.375
8, 3.4758, 0.375
9, 2.6941, 0.375
10, 1.9688, 0.375
11, 1.3492, 0.375
12, 0.9214, 0.375
13, 0.6896, 0.775
14, 0.6145, 0.8438
15, 0.616, 0.675
16, 0.6223, 0.5625
17, 0.6149, 0.5625
18, 0.5932, 0.75
19, 0.5617, 0.875
20, 0.566, 0.875
21, 0.5771, 0.875
22, 0.5713, 0.875
23, 0.5637, 0.875
24, 0.5569, 0.875
25, 0.5512, 0.875
26, 0.5462, 0.875
27, 0.5415, 0.875
28, 0.5368, 0.875
29, 0.5321, 0.875
30, 0.5276, 0.875
31, 0.5232, 0.875
32, 0.5189, 0.875
33, 0.5148, 0.875
34, 0.5107, 0.875
35, 0.5068, 0.875
36, 0.5029, 0.875
37, 0.4992, 0.875
38, 0.4955, 0.875
39, 0.492, 0.875
40, 0.4885, 0.875
41, 0.4852, 0.875
42, 0.4819, 0.875
43, 0.4787, 0.875
44, 0.4756, 0.875
45, 0.4726, 0.875
46, 0.4696, 0.875
47, 0.4668, 0.875
48, 0.464, 0.875
49, 0.4613, 0.875
50, 0.4586, 0.875
51, 0.4561, 0.875
52, 0.4536, 0.875
53, 0.4512, 0.875
54, 0.4488, 0.875
55, 0.4465, 0.875
56, 0.4443, 0.875
57, 0.4421, 0.875
58, 0.44, 0.875
59, 0.4379, 0.875
60, 0.4359, 0.875
61, 0.4339, 0.875
62, 0.432, 0.875
63, 0.4302, 0.875
64, 0.4284, 0.875
65, 0.4266, 0.875
66, 0.4249, 0.875
67, 0.4232, 0.875
68, 0.4216, 0.875
69, 0.42, 0.875
70, 0.4184, 0.875
71, 0.4169, 0.875
72, 0.4154, 0.875
73, 0.414, 0.875
74, 0.4126, 0.875
75, 0.4112, 0.875
76, 0.4099, 0.875
77, 0.4086, 0.875
78, 0.4073, 0.875
79, 0.4061, 0.875
80, 0.4049, 0.875
81, 0.4037, 0.875
82, 0.4026, 0.875
83, 0.4014, 0.875
84, 0.4003, 0.875
85, 0.3993, 0.875
86, 0.3982, 0.875
87, 0.3972, 0.875
88, 0.3962, 0.875
89, 0.3952, 0.875
90, 0.3943, 0.875
91, 0.3933, 0.875
92, 0.3924, 0.875
93, 0.3915, 0.875
94, 0.3906, 0.875
95, 0.3898, 0.875
96, 0.3889, 0.875
97, 0.3881, 0.875
98, 0.3873, 0.875
99, 0.3865, 0.875
100, 0.3858, 0.875
101, 0.4601, 0.8125
