epoch, loss, accuracy
1, 4.2753, 0.3688
2, 4.4946, 0.4062
3, 4.1853, 0.4062
4, 4.0733, 0.3938
5, 4.1057, 0.375
6, 4.119, 0.375
7, 4.0882, 0.375
8, 4.0682, 0.3938
9, 4.0715, 0.4062
10, 4.0738, 0.4062
11, 4.069, 0.4062
12, 4.0669, 0.4062
13, 4.0678, 0.375
14, 4.0676, 0.3812
15, 4.0668, 0.4062
16, 4.0669, 0.4062
17, 4.0669, 0.4062
18, 4.0668, 0.4062
19, 4.0667, 0.4062
20, 4.0668, 0.4062
21, 4.0667, 0.4062
22, 4.0667, 0.4062
23, 4.0667, 0.4062
24, 4.0667, 0.4062
25, 4.0667, 0.4062
26, 4.0667, 0.4062
27, 4.0667, 0.4062
28, 4.0667, 0.4062
29, 4.0667, 0.4062
30, 4.0667, 0.4062
31, 4.0667, 0.4062
32, 4.0667, 0.4062
33, 4.0667, 0.4062
34, 4.0667, 0.4062
35, 4.0667, 0.4062
36, 4.0667, 0.4062
37, 4.0667, 0.4062
38, 4.0667, 0.4062
39, 4.0667, 0.4062
40, 4.0667, 0.4062
41, 4.0667, 0.4062
42, 4.0667, 0.4062
43, 4.0667, 0.4062
44, 4.0667, 0.4062
45, 4.0667, 0.4062
46, 4.0667, 0.4062
47, 4.0667, 0.4062
48, 4.0667, 0.4062
49, 4.0667, 0.4062
50, 4.0667, 0.4062
51, 4.0667, 0.4062
52, 4.0667, 0.4062
53, 4.0667, 0.4062
54, 4.0667, 0.4062
55, 4.0667, 0.4062
56, 4.0667, 0.4062
57, 4.0667, 0.4062
58, 4.0667, 0.4062
59, 4.0667, 0.4062
60, 4.0667, 0.4062
61, 4.0667, 0.4062
62, 4.0667, 0.4062
63, 4.0667, 0.4062
64, 4.0667, 0.4062
65, 4.0667, 0.4062
66, 4.0667, 0.4062
67, 4.0667, 0.4062
68, 4.0667, 0.4062
69, 4.0667, 0.4062
70, 4.0667, 0.4062
71, 4.0667, 0.4062
72, 4.0667, 0.4062
73, 4.0667, 0.4062
74, 4.0667, 0.4062
75, 4.0667, 0.4062
76, 4.0667, 0.4062
77, 4.0667, 0.4062
78, 4.0667, 0.4062
79, 4.0667, 0.4062
80, 4.0667, 0.4062
81, 4.0667, 0.4062
82, 4.0667, 0.4062
83, 4.0667, 0.4062
84, 4.0667, 0.4062
85, 4.0667, 0.4062
86, 4.0667, 0.4062
87, 4.0667, 0.4062
88, 4.0667, 0.4062
89, 4.0667, 0.4062
90, 4.0667, 0.4062
91, 4.0667, 0.4062
92, 4.0667, 0.4062
93, 4.0667, 0.4062
94, 4.0667, 0.4062
95, 4.0667, 0.4062
