epoch, loss, accuracy
1, 4.4219, 0.5437
2, 4.6233, 0.5625
3, 4.076, 0.5625
4, 3.5153, 0.5625
5, 2.9505, 0.5625
6, 2.3873, 0.5625
7, 1.837, 0.5625
8, 1.3331, 0.5625
9, 0.9602, 0.5625
10, 0.817, 0.5625
11, 0.8435, 0.4062
12, 0.87, 0.4062
13, 0.8449, 0.4062
14, 0.8111, 0.5
15, 0.7997, 0.5625
16, 0.8028, 0.5625
17, 0.8042, 0.5625
18, 0.801, 0.5625
19, 0.7984, 0.5625
20, 0.7982, 0.5625
21, 0.7986, 0.5625
22, 0.7984, 0.5625
23, 0.798, 0.5625
24, 0.7979, 0.5625
25, 0.798, 0.5625
26, 0.798, 0.5625
27, 0.7979, 0.5625
28, 0.7979, 0.5625
29, 0.7979, 0.5625
30, 0.7979, 0.5625
31, 0.7979, 0.5625
32, 0.7979, 0.5625
33, 0.7979, 0.5625
34, 0.7979, 0.5625
35, 0.7979, 0.5625
36, 0.7979, 0.5625
37, 0.7979, 0.5625
38, 0.7979, 0.5625
39, 0.7979, 0.5625
40, 0.7979, 0.5625
41, 0.7979, 0.5625
42, 0.7979, 0.5625
43, 0.7979, 0.5625
44, 0.7979, 0.5625
45, 0.7979, 0.5625
46, 0.7979, 0.5625
47, 0.7979, 0.5625
48, 0.7979, 0.5625
49, 0.7979, 0.5625
50, 0.7979, 0.5625
51, 0.7979, 0.5625
52, 0.7979, 0.5625
53, 0.7979, 0.5625
54, 0.7979, 0.5625
55, 0.7979, 0.5625
56, 0.7979, 0.5625
57, 0.7979, 0.5625
58, 0.7979, 0.5625
59, 0.7979, 0.5625
60, 0.7979, 0.5625
61, 0.7979, 0.5625
62, 0.7979, 0.5625
63, 0.7979, 0.5625
64, 0.7979, 0.5625
65, 0.7979, 0.5625
66, 0.7979, 0.5625
67, 0.7979, 0.5625
68, 0.7979, 0.5625
69, 0.7979, 0.5625
70, 0.7979, 0.5625
71, 0.7979, 0.5625
72, 0.7979, 0.5625
73, 0.7979, 0.5625
74, 0.7979, 0.5625
75, 0.7979, 0.5625
76, 0.7979, 0.5625
77, 0.7979, 0.5625
78, 0.7979, 0.5625
79, 0.7979, 0.5625
80, 0.7979, 0.5625
81, 0.7979, 0.5625
82, 0.7979, 0.5625
83, 0.7979, 0.5625
84, 0.7979, 0.5625
85, 0.7979, 0.5625
86, 0.7979, 0.5625
87, 0.7979, 0.5625
88, 0.7979, 0.5625
89, 0.7979, 0.5625
90, 0.7979, 0.5625
91, 0.7979, 0.5625
92, 0.7979, 0.5625
93, 0.7979, 0.5625
94, 0.7979, 0.5625
95, 0.7979, 0.5625
96, 0.7979, 0.5625
97, 0.7979, 0.5625
98, 0.7979, 0.5625
99, 0.7979, 0.5625
100, 0.7979, 0.5625
101, 0.7979, 0.5625
102, 0.7979, 0.5625
103, 0.7979, 0.5625
104, 0.7979, 0.5625
105, 0.7979, 0.5625
106, 0.7979, 0.5625
107, 0.7979, 0.5625
108, 0.7979, 0.5625
109, 0.7979, 0.5625
110, 0.7979, 0.5625
111, 0.7979, 0.5625
112, 0.7979, 0.5625
113, 0.7979, 0.5625
114, 0.7979, 0.5625
115, 0.7979, 0.5625
116, 0.7979, 0.5625
117, 0.7979, 0.5625
118, 0.7979, 0.5625
119, 0.7979, 0.5625
120, 0.7979, 0.5625
121, 0.7979, 0.5625
122, 0.7979, 0.5625
123, 0.7979, 0.5625
124, 0.7979, 0.5625
125, 0.7979, 0.5625
126, 0.7979, 0.5625
127, 0.7979, 0.5625
128, 0.7979, 0.5625
129, 0.7979, 0.5625
130, 0.7979, 0.5625
131, 0.7979, 0.5625
132, 0.7979, 0.5625
133, 0.7979, 0.5625
134, 0.7979, 0.5625
135, 0.7979, 0.5625
136, 0.7979, 0.5625
137, 0.7979, 0.5625
138, 0.7979, 0.5625
139, 0.7979, 0.5625
140, 0.7979, 0.5625
141, 0.7979, 0.5625
142, 0.7979, 0.5625
143, 0.7979, 0.5625
144, 0.7979, 0.5625
145, 0.7979, 0.5625
146, 0.7979, 0.5625
147, 0.7979, 0.5625
148, 0.7979, 0.5625
149, 0.7979, 0.5625
150, 0.7979, 0.5625
151, 0.7979, 0.5625
152, 0.7979, 0.5625
153, 0.7979, 0.5625
154, 0.7979, 0.5625
155, 0.7979, 0.5625
156, 0.7979, 0.5625
157, 0.7979, 0.5625
158, 0.7979, 0.5625
159, 0.7979, 0.5625
160, 0.7979, 0.5625
161, 0.7979, 0.5625
162, 0.7979, 0.5625
163, 0.7979, 0.5625
164, 0.7979, 0.5625
165, 0.7979, 0.5625
166, 0.7979, 0.5625
167, 0.7979, 0.5625
168, 0.7979, 0.5625
169, 0.7979, 0.5625
170, 0.7979, 0.5625
171, 0.7979, 0.5625
172, 0.7979, 0.5625
173, 0.7979, 0.5625
174, 0.7979, 0.5625
175, 0.7979, 0.5625
176, 0.7979, 0.5625
177, 0.7979, 0.5625
178, 0.7979, 0.5625
179, 0.7979, 0.5625
180, 0.7979, 0.5625
181, 0.7979, 0.5625
182, 0.7979, 0.5625
183, 0.7979, 0.5625
184, 0.7979, 0.5625
185, 0.7979, 0.5625
186, 0.7979, 0.5625
187, 0.7979, 0.5625
188, 0.7979, 0.5625
189, 0.7979, 0.5625
190, 0.7979, 0.5625
191, 0.7979, 0.5625
192, 0.7979, 0.5625
193, 0.7979, 0.5625
194, 0.7979, 0.5625
195, 0.7979, 0.5625
196, 0.7979, 0.5625
197, 0.7979, 0.5625
198, 0.7979, 0.5625
199, 0.7979, 0.5625
200, 0.7979, 0.5625
201, 0.7979, 0.5625
202, 0.7979, 0.5625
203, 0.7979, 0.5625
204, 0.7979, 0.5625
205, 0.7979, 0.5625
206, 0.7979, 0.5625
207, 0.7979, 0.5625
208, 0.7979, 0.5625
209, 0.7979, 0.5625
210, 0.7979, 0.5625
211, 0.7979, 0.5625
212, 0.7979, 0.5625
213, 0.7979, 0.5625
214, 0.7979, 0.5625
215, 0.7979, 0.5625
216, 0.7979, 0.5625
217, 0.7979, 0.5625
218, 0.7979, 0.5625
219, 0.7979, 0.5625
220, 0.7979, 0.5625
221, 0.7979, 0.5625
222, 0.7979, 0.5625
223, 0.7979, 0.5625
224, 0.7979, 0.5625
