epoch, loss, accuracy
1,0.9586,0.7063
2,0.5914,0.875
3,0.4583,0.9062
4,0.3988,0.9062
5,0.3624,0.9062
6,0.3462,0.9062
7,0.3273,0.9062
8,0.3109,0.9062
9,0.2937,0.9062
10,0.2803,0.9062
11,0.2641,0.9062
12,0.251,0.9062
13,0.2419,0.9062
14,0.2285,0.925
15,0.2163,0.9375
16,0.2203,0.9312
17,0.2153,0.925
18,0.2063,0.9062
19,0.194,0.9062
20,0.1876,0.9375
21,0.1691,0.9375
22,0.175,0.9812
23,0.183,0.9625
24,0.1786,0.9312
25,0.1655,0.9375
26,0.156,0.9375
27,0.1491,0.975
28,0.1434,1.0
29,0.1378,1.0
30,0.1328,1.0
31,0.1282,1.0
32,0.1236,1.0
33,0.1188,1.0
34,0.1149,1.0
35,0.1112,1.0
36,0.1064,1.0
37,0.1018,1.0
38,0.0971,1.0
39,0.0942,1.0
40,0.0896,1.0
41,0.0853,1.0
42,0.0827,1.0
43,0.0798,1.0
44,0.0773,1.0
45,0.075,1.0
46,0.0727,1.0
47,0.0706,1.0
48,0.0685,1.0
49,0.0666,1.0
50,0.0648,1.0
51,0.6583,0.7812
