epoch, loss, accuracy
1,1.9622,0.4437
2,0.8764,0.4688
3,0.609,0.6687
4,0.4795,0.9688
5,0.5136,0.5312
6,0.5094,0.5312
7,0.4643,0.9062
8,0.419,0.975
9,0.3928,0.975
10,0.3701,0.9875
11,0.3487,0.9812
12,0.2927,1.0
13,0.2359,1.0
14,0.2148,1.0
15,0.2125,1.0
16,0.1915,1.0
17,0.1798,1.0
18,0.1708,1.0
19,0.1638,1.0
20,0.1575,1.0
21,0.1514,1.0
22,0.1456,1.0
23,0.1402,1.0
24,0.1352,1.0
25,0.1304,1.0
26,0.1259,1.0
27,0.1215,1.0
28,0.1175,1.0
29,0.1136,1.0
30,0.1099,1.0
31,0.1065,1.0
32,0.1031,1.0
33,0.1,1.0
34,0.097,1.0
35,0.0941,1.0
36,0.0914,1.0
37,0.0887,1.0
38,0.0862,1.0
39,0.0838,1.0
40,0.0816,1.0
41,0.0794,1.0
42,0.0773,1.0
43,0.0752,1.0
44,0.0733,1.0
45,0.0715,1.0
46,0.0697,1.0
47,0.068,1.0
48,0.0663,1.0
49,0.0647,1.0
50,0.0632,1.0
51,0.0617,1.0
52,0.0603,1.0
53,0.0589,1.0
54,0.0576,1.0
55,0.0564,1.0
56,0.0551,1.0
57,0.0539,1.0
58,0.0528,1.0
59,0.0517,1.0
60,0.0506,1.0
61,0.0496,1.0
62,0.0486,1.0
63,0.0476,1.0
64,0.0467,1.0
65,0.0457,1.0
66,0.0449,1.0
67,0.0436,1.0
68,0.0412,1.0
69,0.0403,1.0
70,0.0395,1.0
71,0.0388,1.0
72,0.0381,1.0
73,0.0374,1.0
74,0.0367,1.0
75,0.0361,1.0
76,0.0354,1.0
77,0.0348,1.0
78,0.0342,1.0
79,0.0336,1.0
80,0.0331,1.0
81,0.0325,1.0
82,0.032,1.0
83,0.0315,1.0
84,0.0309,1.0
85,0.0304,1.0
86,0.03,1.0
87,0.0295,1.0
88,0.029,1.0
89,0.0286,1.0
90,0.0281,1.0
91,0.0277,1.0
92,0.0273,1.0
93,0.0269,1.0
94,0.0265,1.0
95,0.0261,1.0
96,0.0257,1.0
97,0.0253,1.0
98,0.025,1.0
99,0.0246,1.0
100,0.0243,1.0
101,0.0239,1.0
102,0.0236,1.0
103,0.0233,1.0
104,0.0229,1.0
105,0.0226,1.0
106,0.0223,1.0
107,0.022,1.0
108,0.0217,1.0
109,0.0214,1.0
110,0.0212,1.0
111,0.0209,1.0
112,0.0206,1.0
113,0.0204,1.0
114,0.0201,1.0
115,0.0198,1.0
116,0.0196,1.0
117,0.0194,1.0
118,0.0191,1.0
119,0.0189,1.0
120,0.0186,1.0
121,0.0184,1.0
122,0.0182,1.0
123,0.018,1.0
124,0.0178,1.0
125,0.0176,1.0
126,0.0174,1.0
127,0.0172,1.0
128,0.017,1.0
129,0.0168,1.0
130,0.0166,1.0
131,0.0164,1.0
132,0.0162,1.0
133,0.016,1.0
134,0.0158,1.0
135,0.0157,1.0
136,0.0155,1.0
137,0.0153,1.0
138,0.0151,1.0
