epoch, loss, accuracy
1,1.8885,0.5125
2,1.2191,0.625
3,0.8498,0.625
4,0.6409,0.625
5,0.6375,0.725
6,0.6691,0.375
7,0.6339,0.875
8,0.5993,0.625
9,0.5971,0.625
10,0.5966,0.625
11,0.5868,0.625
12,0.5791,0.625
13,0.5759,0.625
14,0.5715,0.625
15,0.5663,0.625
16,0.5622,0.625
17,0.5581,0.625
18,0.5538,0.625
19,0.5498,0.625
20,0.5458,0.625
21,0.5418,0.625
22,0.5378,0.625
23,0.5339,0.625
24,0.53,0.625
25,0.5262,0.625
26,0.5147,0.6562
27,0.456,0.8938
28,0.4473,0.9937
29,0.4253,0.9625
30,0.409,0.9937
31,0.3982,1.0
32,0.39,1.0
33,0.3817,1.0
34,0.3737,1.0
35,0.3663,1.0
36,0.359,1.0
37,0.352,1.0
38,0.3454,1.0
39,0.339,1.0
40,0.3328,1.0
41,0.3269,1.0
42,0.3211,1.0
43,0.3156,1.0
44,0.3102,1.0
45,0.305,1.0
46,0.2999,1.0
47,0.295,1.0
48,0.2902,1.0
49,0.2856,1.0
50,0.2811,1.0
51,2.3842,0.75
