epoch, loss, accuracy
1,0.9158,0.4375
2,0.3793,0.8625
3,0.2121,1.0
4,0.1879,1.0
5,0.1858,1.0
6,0.1411,1.0
7,0.1072,1.0
8,0.1101,1.0
9,0.106,1.0
10,0.1004,1.0
11,0.0932,1.0
12,0.0869,1.0
13,0.0817,1.0
14,0.0787,1.0
15,0.0741,1.0
16,0.0699,1.0
17,0.0674,1.0
18,0.065,1.0
19,0.0627,1.0
20,0.0605,1.0
21,0.0584,1.0
22,0.0564,1.0
23,0.0546,1.0
24,0.0528,1.0
25,0.051,1.0
26,0.0494,1.0
27,0.0479,1.0
28,0.0464,1.0
29,0.0449,1.0
30,0.0436,1.0
31,0.0423,1.0
32,0.041,1.0
33,0.0399,1.0
34,0.0387,1.0
35,0.0376,1.0
36,0.0366,1.0
37,0.0356,1.0
38,0.0346,1.0
39,0.0337,1.0
40,0.0328,1.0
41,0.032,1.0
42,0.0312,1.0
43,0.0304,1.0
44,0.0296,1.0
45,0.0288,1.0
46,0.0273,1.0
47,0.0267,1.0
48,0.0261,1.0
49,0.0254,1.0
50,0.0248,1.0
51,1.905,0.7812
