epoch, loss, accuracy
1,2.1534,0.375
2,1.9743,0.7563
3,1.9006,0.875
4,1.8475,0.8687
5,1.7465,0.9062
6,1.6496,0.9062
7,1.5627,0.9062
8,1.4672,0.9062
9,1.3728,0.9062
10,1.2783,0.9062
11,1.1829,0.9062
12,1.0883,0.9062
13,0.9925,0.9062
14,0.8947,0.9062
15,0.7991,0.9062
16,0.7059,0.9062
17,0.6179,0.9062
18,0.5425,0.9062
19,0.4902,0.9062
20,0.4709,0.9062
21,0.4681,0.9062
22,0.4591,0.9062
23,0.4443,0.9062
24,0.4327,0.9062
25,0.4246,0.9062
26,0.4171,0.9062
27,0.4092,0.9062
28,0.4014,0.9062
29,0.3942,0.9062
30,0.3875,0.9062
31,0.381,0.9062
32,0.3747,0.9062
33,0.3686,0.9062
34,0.3628,0.9062
35,0.3572,0.9062
36,0.3517,0.9062
37,0.3464,0.9062
38,0.3413,0.9062
39,0.3363,0.9062
40,0.3315,0.9062
41,0.3269,0.9062
42,0.3223,0.9062
43,0.3179,0.9062
44,0.3137,0.9062
45,0.3095,0.9062
46,0.3055,0.9062
47,0.3015,0.9062
48,0.2977,0.9062
49,0.294,0.9062
50,0.2903,0.9062
51,0.2868,0.9062
52,0.2833,0.9062
53,0.2799,0.9062
54,0.2766,0.9062
55,0.2734,0.9062
56,0.2702,0.9062
57,0.2671,0.9062
58,0.2641,0.9062
59,0.2611,0.9062
60,0.2583,0.9062
61,0.2554,0.9062
62,0.2526,0.9062
63,0.2499,0.9062
64,0.2473,0.9062
65,0.2447,0.9062
66,0.2421,0.9062
67,0.2396,0.9062
68,0.2371,0.9062
69,0.2347,0.9062
70,0.2323,0.9062
71,0.23,0.9062
72,0.2277,0.9062
73,0.2255,0.9062
74,0.2233,0.9062
75,0.2211,0.9062
76,0.219,0.9062
77,0.2169,0.9062
78,0.2148,0.9062
79,0.2128,0.9062
80,0.2108,0.9062
81,0.2088,0.9062
82,0.2069,0.9062
83,0.205,0.9062
84,0.2031,0.9062
85,0.2013,0.9062
86,0.1994,0.9062
87,0.1977,0.9062
88,0.1959,0.9062
89,0.1942,0.9062
90,0.1925,0.9062
91,0.1908,0.9062
92,0.1891,0.9062
93,0.1875,0.9062
94,0.1859,0.9062
95,0.1843,0.9062
96,0.1827,0.9062
97,0.1811,0.9062
98,0.1796,0.9062
99,0.1781,0.9062
100,0.1766,0.9062
101,0.1752,0.9062
102,0.1737,0.9062
103,0.1723,0.9062
104,0.1709,0.9062
105,0.1695,0.9062
106,0.1681,0.9062
107,0.1668,0.9062
108,0.1654,0.9062
109,0.1641,0.9062
110,0.1628,0.9062
111,0.1615,0.9062
112,0.1602,0.9062
113,0.159,0.9062
114,0.1577,0.9062
115,0.1565,0.9062
116,0.1553,0.9062
117,0.1541,0.9062
118,0.1529,0.9062
119,0.1517,0.9062
120,0.1506,0.9062
121,0.1494,0.9062
122,0.1483,0.9062
123,0.1472,0.9062
124,0.1461,0.9062
125,0.145,0.9062
126,0.1439,0.9625
127,0.1428,1.0
128,0.1417,1.0
129,0.1407,1.0
130,0.1397,1.0
131,0.1386,1.0
132,0.1376,1.0
133,0.1366,1.0
134,0.1356,1.0
135,0.1347,1.0
136,0.1337,1.0
137,0.1327,1.0
138,0.1318,1.0
139,0.1308,1.0
140,0.1299,1.0
141,0.129,1.0
142,0.1281,1.0
143,0.1272,1.0
144,0.1263,1.0
145,0.1254,1.0
146,0.1245,1.0
