epoch, loss, accuracy
1,1.1763,0.4437
2,0.5734,0.825
3,0.4485,0.875
4,0.4194,0.875
5,0.4099,0.875
6,0.3967,0.875
7,0.369,0.875
8,0.3466,0.875
9,0.3214,0.8813
10,0.3051,0.9125
11,0.2954,0.95
12,0.2802,0.9625
13,0.2646,0.9625
14,0.2486,0.9563
15,0.2407,0.9062
16,0.2339,0.9563
17,0.2274,0.9688
18,0.2214,0.9688
19,0.2157,0.9688
20,0.2102,0.9688
21,0.2049,0.9688
22,0.1999,0.9688
23,0.195,0.9688
24,0.1903,0.9688
25,0.1858,0.9688
26,0.1815,0.9688
27,0.1773,0.9688
28,0.1733,0.9688
29,0.1694,0.9688
30,0.1656,0.9688
31,0.162,0.9688
32,0.1585,0.9688
33,0.1551,0.9688
34,0.1519,0.9688
35,0.1487,0.9688
36,0.1457,0.9688
37,0.1427,0.9688
38,0.1399,0.9688
39,0.1371,0.9688
40,0.1344,0.975
41,0.1318,1.0
42,0.1293,1.0
43,0.1268,1.0
44,0.1244,1.0
45,0.1221,1.0
46,0.1198,1.0
47,0.1175,1.0
48,0.1142,1.0
49,0.1118,1.0
50,0.1091,1.0
51,0.8484,0.75
