epoch, loss, accuracy
1,2.3663,0.4875
2,2.0877,0.5625
3,1.5571,0.5625
4,1.0687,0.5625
5,0.7187,0.5625
6,0.6013,0.7375
7,0.6342,0.6187
8,0.649,0.5437
9,0.6088,0.6562
10,0.573,0.9312
11,0.5659,0.65
12,0.5661,0.5625
13,0.5588,0.5625
14,0.5495,0.825
15,0.5439,1.0
16,0.5399,1.0
17,0.5348,1.0
18,0.5295,1.0
19,0.5249,1.0
20,0.5204,1.0
21,0.5157,1.0
22,0.5112,1.0
23,0.5068,1.0
24,0.5024,1.0
25,0.498,1.0
26,0.4937,1.0
27,0.4895,1.0
28,0.4853,1.0
29,0.4811,1.0
30,0.477,1.0
31,0.473,1.0
32,0.4689,1.0
33,0.465,1.0
34,0.4611,1.0
35,0.4572,1.0
36,0.4534,1.0
37,0.4496,1.0
38,0.4458,1.0
39,0.4421,1.0
40,0.4385,1.0
41,0.4349,1.0
42,0.4313,1.0
43,0.4278,1.0
44,0.4243,1.0
45,0.4208,1.0
46,0.4174,1.0
47,0.414,1.0
48,0.4107,1.0
49,0.4074,1.0
50,0.4041,1.0
51,0.4009,1.0
52,0.3977,1.0
53,0.3946,1.0
54,0.3915,1.0
55,0.3884,1.0
56,0.3853,1.0
57,0.3823,1.0
58,0.3793,1.0
59,0.3764,1.0
60,0.3735,1.0
61,0.3706,1.0
62,0.3678,1.0
63,0.3649,1.0
64,0.3622,1.0
65,0.3594,1.0
66,0.3567,1.0
67,0.354,1.0
68,0.3513,1.0
69,0.3487,1.0
70,0.3461,1.0
71,0.3435,1.0
72,0.3409,1.0
73,0.3384,1.0
74,0.3359,1.0
75,0.3334,1.0
76,0.331,1.0
77,0.3286,1.0
78,0.3262,1.0
79,0.3238,1.0
80,0.3215,1.0
81,0.3192,1.0
82,0.3169,1.0
83,0.3146,1.0
84,0.3123,1.0
85,0.3101,1.0
86,0.3079,1.0
87,0.3057,1.0
88,0.3036,1.0
89,0.3014,1.0
90,0.2993,1.0
91,0.2972,1.0
92,0.2951,1.0
93,0.2931,1.0
94,0.291,1.0
95,0.289,1.0
96,0.287,1.0
97,0.2851,1.0
98,0.2831,1.0
99,0.2812,1.0
100,0.2793,1.0
101,0.2774,1.0
102,0.2755,1.0
103,0.2736,1.0
104,0.2718,1.0
105,0.2699,1.0
106,0.2681,1.0
107,0.2663,1.0
108,0.2646,1.0
109,0.2628,1.0
110,0.2611,1.0
111,0.2593,1.0
112,0.2576,1.0
113,0.2559,1.0
114,0.2543,1.0
115,0.2526,1.0
116,0.251,1.0
117,0.2493,1.0
118,0.2477,1.0
119,0.2461,1.0
120,0.2445,1.0
121,0.243,1.0
122,0.2414,1.0
123,0.2398,1.0
124,0.2383,1.0
125,0.2368,1.0
126,0.2353,1.0
127,0.2338,1.0
128,0.2323,1.0
129,0.2309,1.0
130,0.2294,1.0
131,0.228,1.0
132,0.2266,1.0
133,0.2251,1.0
134,0.2237,1.0
135,0.2224,1.0
136,0.221,1.0
137,0.2196,1.0
138,0.2183,1.0
139,0.2169,1.0
140,0.2156,1.0
141,0.2143,1.0
142,0.213,1.0
143,0.2117,1.0
144,0.2104,1.0
145,0.2091,1.0
146,0.2078,1.0
147,0.2066,1.0
148,0.2054,1.0
149,0.2041,1.0
150,0.2029,1.0
151,0.2017,1.0
152,0.2005,1.0
153,0.1993,1.0
154,0.1981,1.0
155,0.1969,1.0
156,0.1958,1.0
157,0.1946,1.0
158,0.1935,1.0
159,0.1924,1.0
160,0.1912,1.0
161,0.1901,1.0
162,0.189,1.0
163,0.1879,1.0
164,0.1868,1.0
165,0.1857,1.0
166,0.1847,1.0
167,0.1836,1.0
168,0.1826,1.0
169,0.1815,1.0
170,0.1805,1.0
171,0.1794,1.0
172,0.1784,1.0
173,0.1774,1.0
174,0.1764,1.0
175,0.1754,1.0
176,0.1744,1.0
177,0.1734,1.0
178,0.1725,1.0
179,0.1715,1.0
180,0.1705,1.0
181,0.1696,1.0
182,0.1686,1.0
183,0.1677,1.0
184,0.1668,1.0
185,0.1659,1.0
186,0.1649,1.0
187,0.164,1.0
188,0.1631,1.0
189,0.1622,1.0
190,0.1613,1.0
191,0.1605,1.0
192,0.1596,1.0
193,0.1587,1.0
194,0.1579,1.0
195,0.157,1.0
196,0.1562,1.0
197,0.1553,1.0
198,0.1545,1.0
199,0.1536,1.0
200,0.1528,1.0
201,0.152,1.0
202,0.1512,1.0
203,0.1504,1.0
204,0.1496,1.0
205,0.1488,1.0
206,0.148,1.0
207,0.1472,1.0
208,0.1464,1.0
209,0.1457,1.0
210,0.1449,1.0
211,0.1441,1.0
212,0.1434,1.0
213,0.1426,1.0
214,0.1419,1.0
215,0.1412,1.0
216,0.1404,1.0
217,0.1397,1.0
218,0.139,1.0
219,0.1383,1.0
220,0.1375,1.0
221,0.1368,1.0
222,0.1361,1.0
223,0.1354,1.0
224,0.1347,1.0
225,0.1341,1.0
226,0.1334,1.0
227,0.1327,1.0
228,0.132,1.0
229,0.1314,1.0
230,0.1307,1.0
231,0.13,1.0
232,0.1294,1.0
233,0.1287,1.0
234,0.1281,1.0
235,0.1274,1.0
236,0.1268,1.0
237,0.1262,1.0
238,0.1255,1.0
239,0.1249,1.0
240,0.1243,1.0
241,0.1237,1.0
242,0.1231,1.0
243,0.1225,1.0
244,0.1218,1.0
245,0.1212,1.0
246,0.1207,1.0
247,0.1201,1.0
248,0.1195,1.0
249,0.1189,1.0
250,0.1183,1.0
251,0.1177,1.0
252,0.1172,1.0
253,0.1166,1.0
254,0.116,1.0
255,0.1155,1.0
256,0.1149,1.0
257,0.1144,1.0
258,0.1138,1.0
259,0.1133,1.0
260,0.1127,1.0
261,0.1122,1.0
262,0.1116,1.0
263,0.1111,1.0
264,0.1106,1.0
265,0.1101,1.0
266,0.1095,1.0
267,0.109,1.0
268,0.1085,1.0
269,0.108,1.0
270,0.1075,1.0
271,0.107,1.0
272,0.1065,1.0
273,0.106,1.0
274,0.1055,1.0
275,0.105,1.0
276,0.1045,1.0
277,0.104,1.0
278,0.1035,1.0
279,0.103,1.0
280,0.1026,1.0
281,0.1021,1.0
282,0.1016,1.0
283,0.1012,1.0
284,0.1007,1.0
285,0.1002,1.0
286,0.0998,1.0
287,0.0993,1.0
288,0.0989,1.0
