epoch, loss, accuracy
1,1.8856,0.525
2,1.3478,0.6562
3,0.9788,0.6562
4,0.7085,0.6562
5,0.6156,0.6562
6,0.6104,0.8562
7,0.6054,0.9312
8,0.5725,0.7063
9,0.557,0.6562
10,0.5535,0.6562
11,0.5416,0.6562
12,0.5328,0.6562
13,0.5269,0.6562
14,0.5232,0.6562
15,0.5182,0.6562
16,0.5133,0.6562
17,0.5091,0.6562
18,0.5048,0.6562
19,0.5005,0.6562
20,0.4964,0.6562
21,0.4924,0.6562
22,0.4884,0.6562
23,0.4844,0.6562
24,0.4805,0.6562
25,0.4767,0.6562
26,0.4729,0.6562
27,0.4692,0.6562
28,0.4655,0.6562
29,0.4619,0.6562
30,0.4583,0.6562
31,0.4547,0.6562
32,0.4512,0.6562
33,0.4477,0.6562
34,0.4443,0.6562
35,0.4409,0.6562
36,0.4375,0.7937
37,0.4342,1.0
38,0.4309,1.0
39,0.4276,1.0
40,0.4244,1.0
41,0.4212,1.0
42,0.418,1.0
43,0.4149,1.0
44,0.4118,1.0
45,0.4087,1.0
46,0.4056,1.0
47,0.4026,1.0
48,0.3996,1.0
49,0.3967,1.0
50,0.3938,1.0
51,1.334,0.9062
