epoch, loss, accuracy
1,3.5335,0.3688
2,3.3734,0.2812
3,2.4711,0.2812
4,1.6217,0.2812
5,0.926,0.2812
6,0.5244,0.8562
7,0.4081,0.8313
8,0.4197,0.7188
9,0.4435,0.7188
10,0.4449,0.7188
11,0.4274,0.7188
12,0.4041,0.7188
13,0.3857,0.7188
14,0.3759,0.7188
15,0.3719,0.8313
16,0.3692,1.0
17,0.3654,1.0
18,0.3607,1.0
19,0.3561,1.0
20,0.352,0.8313
21,0.3481,0.7188
22,0.3443,0.775
23,0.3404,1.0
24,0.3366,1.0
25,0.3327,1.0
26,0.329,1.0
27,0.3252,1.0
28,0.3215,1.0
29,0.3178,1.0
30,0.3141,1.0
31,0.3105,1.0
32,0.3069,1.0
33,0.3033,1.0
34,0.2998,1.0
35,0.2963,1.0
36,0.2929,1.0
37,0.2894,1.0
38,0.2861,1.0
39,0.2827,1.0
40,0.2794,1.0
41,0.2762,1.0
42,0.2729,1.0
43,0.2698,1.0
44,0.2666,1.0
45,0.2635,1.0
46,0.2604,1.0
47,0.2574,1.0
48,0.2544,1.0
49,0.2515,1.0
50,0.2486,1.0
51,0.6267,0.9375
